,title,casts,description
326,同根生,"刘德华,林威,温碧霞,陈惠敏,谷峰,冼灝英,沈威",简介：刘德华、林威饰演的两兄弟在六二年的大逃亡潮时失散，威遭遣返大陆劳改，华获蛋家妹温碧霞救起，到港并结为夫妇。华从苦力做起，后来成为台湾养鱼业及船务的成功商人，而威...详情
327,拳击,"谷峰,狄龙,姜大卫,井莉",简介：自小练就了一身好功夫的范克（姜大卫）带着父亲的遗愿前往泰国找寻臂上有梅花刺青的同父异母兄弟和其母亲，一场错认亲的误会过后，他结识青年拳手汶烈（狄龙），因为谈得来...详情
328,风流铁汉,内详,简介：本电影是邵氏挂风流之名无风流之实的佳片之作。1967年邵氏请来了日本导演古川卓巳以戴高美的艺名开拍了两出仿占士邦式电影《黑鹰》(The Black Falcon...详情
329,英雄本色2,"狄龙,张国荣,周润发,石天",简介：第一部中，小马哥（周润发 饰）死在乱枪之下，宋子豪（狄龙 饰）和弟弟宋子杰（张国荣 饰）冰释前嫌，英雄的故事还在继续。警方怀疑宋子豪的恩师龙四（石天 饰）利用船...详情
330,独臂刀王,"王羽,焦姣,谷峰,田丰,郑雷",简介：正所谓人在江湖，身不由己，独臂刀王方刚（王羽 饰）厌倦了江湖厮杀，恩怨相报，转而与妻子小蛮（焦姣 饰）隐居山野，躬耕劳作。在一个晴朗的日子里，黑白刀使关顺、关横...详情
331,性感野兽,"雷·温斯顿,本·金斯利,伊恩·麦柯肖恩",简介：盖尔（雷·温斯顿 Ray Winstone 饰）曾是一名在“职场”上叱咤风云的大盗，如今，早已远离了江湖的他和妻子迪迪（阿曼达·莱德曼 Amanda Redma...详情
332,仇连环,"陈观泰,王钟,井莉,田青",简介：本片为邵氏继《马永贞》后，再次以上海滩黑帮争霸仇杀为题材的电影。陈观泰饰的仇连环当年在上海滩，以拳头打出天下，乃好勇斗狠的典型人物，血腥事件轰动社会；仇为了井莉...详情
333,卡桑德拉大桥,"索菲娅·罗兰,理查德·哈里斯,马丁·辛,O·J·辛普森,莱昂内尔·斯坦德,安·托克尔,英格丽·图林,李·斯特拉斯伯格,艾娃·加德纳,伯特·兰卡斯特,洛乌·卡斯特尔,约翰·菲利浦·劳,雷·洛夫洛克,阿莉达·瓦利,斯蒂法诺·帕特里兹,托马斯·亨特,福斯塔·阿韦利,安琪拉·古德温,约翰·P·杜拉尼",简介：《卡桑德拉大桥》是一部英国，意大利和西德联合拍摄的影片，该片的拍摄手法与内容成为此后灾难片的经典模式。恐怖分子闯进了日内瓦的国际卫生组织总部，欲实施恐怖袭击，受...详情
334,捍卫机密,"基努·里维斯,迪娜·迈耶,北野武",简介：公元2021年，资料除了透过电脑输送外，还可利用人脑运输。专业运输员尊尼为了运送更多资料，不惜洗去自己的记忆。一次任务中，尊尼被客户输入过量资料，若他不在二十小...详情
335,倚天屠龙记大结局,"尔冬升,王戎,余安安,罗烈",简介：这部金庸电影共分上、下集，此为1978年版本的下集大结局，由楚原改编及执导，主题曲由顾嘉辉作曲、黄沾作词、罗文主唱。 主要人物由井莉饰赵明、尔冬升饰张无忌、余安...详情
336,独臂刀,"王羽,潘迎紫,焦姣,田丰",简介：大侠齐如丰将为救他而身亡的仆人方诚的儿子方刚（王羽）抚养成人后，欲立其为掌门人，此举引来方刚师兄的嫉妒。追求方刚不成的齐如丰的女儿齐佩联合师兄与方刚比武，却失手...详情
337,神偷次世代,"黎明,舒淇,陈小春,李灿森,郑雪儿,尹子维,龙刚,杜德伟,王合喜",简介：Mac（黎明）、Bird（陈小春）、Sam（李灿森）和Michelle（雪儿）是国际神偷组织界的精英，四人一向合作无间配合默契，完成过许多艰巨任务。 此次四人要...详情
338,无名英雄,"姜大卫,狄龙,井莉,井淼,谷峰",简介：军阀横行的民国初年，为人仗义的街头浪荡客孟刚（姜大卫）、铁虎（狄龙）是一对以打假、耍人、“骗钱”为乐的好兄弟，两人在乱世的缝隙中过着“两耳不闻窗外事，一心只行及...详情
339,水浒传之英雄本色,"王祖贤,梁家辉,徐锦江,刘青云,林威,午马,单立文","简介：八十万禁军教头林冲（梁家辉饰），为人极为正直，深得朝庭器重。且古道热肠，甚爱结交江湖豪侠，常常以武会友，是名副其实的一个""武痴”，唯一的缺点就是为人处...详情"
340,终结者,"阿诺·施瓦辛格,迈克尔·比恩,琳达·汉密尔顿,保罗·温菲尔德,兰斯·亨利克森,里克·罗索维奇,贝丝·莫塔,阿尔·伯恩,迪克·米勒,弗兰科·哥伦布,比尔·帕克斯顿,布莱恩·汤普森,小威廉·威谢尔,菲利普·戈登,哈丽特·梅丁,玛丽安妮·穆勒雷尔,达雷尔·马普森,Shawn,Schepps,Bruce,M.,Kerner,Brad,Rearden,Stan,Yale,Norman,Friedman,Barbara,Powers,Chino,'Fats',Williams",简介：这是一个未来的世界，天下已经由机器人来操控。机器人想完全占有这个世界，把人类赶尽杀绝，然而却遇到了顽强抵抗的人类精英康纳。于是，终结者机器人T-800（阿诺•施...详情
341,飞龙猛将,"成龙,洪金宝,元彪,叶德娴,杨宝玲,元华,周比利,冯淬帆,乔宏,袁祥仁,钱嘉乐",简介：华氏企业下属的化工厂所产废料污染了附近的渔场，渔场负责人阿娴（叶德娴）向法庭申请禁止该厂继续生产的禁令。为将麻烦解除，华氏企业请来律师阿龙（成龙）负责处理此案，...详情
342,G4特工,"张智霖,黄秋生,李若彤,陈法蓉,王敏德,程峰,张睿羚",简介：阿羿（张智霖 饰）是一名特警，执行任务时偶然发现了某公司老板跟韩国的激进分子有密切的联系，更打算从台湾偷运武器到香港。阿羿很快掌握到情报并与之展开了搏斗，不料他...详情
343,战士帮,"迈克尔·贝克,詹姆斯·瑞马尔,Dorsey,Wrig",简介：遍布纽约全城的数百帮派在这个夜里集体出动，为了响应纽约地下王者塞勒斯的号召，每支帮派派出九名不携带武器的成员参加塞勒斯的帮派大会。塞勒斯慷慨陈词，要求所有......详情
344,鬼马保镖贼美人,"陈勋奇,钟楚红,董骠,郑则仕,陈友,玛利亚,张卫健",简介：空姐高秀萍（钟楚红 饰）与其姐经常替珠宝走私商人李子奇由外地走私钻石入境，在最大买卖之中，高姐妹用计起李尾注。岂料事为李子奇发觉，乃派杀手向高追回贼赃。高无意中...详情
345,心寒,"吴镇宇,朱茵,张家辉,李茏怡,邓健泓,许绍雄,骆应钧",简介：陈国明（吴镇宇 饰）和莫心怡（朱茵 饰）是一对夫妻，新婚燕尔的两人感情十分要好。一次意外中，心怡的头部中弹被送往医院急救，好在大难不死。可是，好不容易从漫长的昏...详情
346,王子之剑,"艾瑞克·克里斯蒂安·奥森,凯瑟琳·奥克森伯格,亚历姗卓拉·保罗,克林特·霍华德,扎克·加利根",简介：...详情
347,少林子弟,"陈观泰,傅声,戚冠军,施思,江图",简介：大導演張徹拍攝的少林電影，在七十年代把功夫片推上新的高潮。本片主要交代少林三大俗家弟子洪熙官（陳觀泰）、方世玉（傅聲）、胡惠乾（戚冠軍）的事蹟。故事描述，明末，...详情
348,惊爆新闻,"祖德·莱茵霍尔德,迈克尔·鲁克,罗伯特·考普,NoelleParker,金·达比",简介：...详情
349,女侠卖人头,"焦姣,王侠,陈亮,井淼",简介：俠女花碧蓮為救人而得罪賭棍萬三句(樊梅生 飾)，萬率眾圍殺碧蓮，幸得駱宏勛(陳亮 飾)趕來相救。萬之主人王倫(張佩山 飾)知悉一切後，重金收買知府，將宏勛打下冤...详情
350,群英会,"罗烈,姜大卫,金汉,何莉莉",简介：本片由三个单元故事组成，集邵氏数十红星合演，为大导演岳枫、程刚及张彻联合执导，当年就有「花一张票价，看三套电影」的称誉。岳枫之〈铁弓缘〉由岳华、施思主演，讲述一...详情
351,致命武器2,"梅尔·吉布森,丹尼·格洛弗,乔·佩西,乔斯·雅克兰德,德里克·奥康纳,帕齐·肯西特,达琳·洛夫,特蕾西·沃尔夫,Steve,Kahan,马克·罗斯顿,詹妮特·戈德斯坦恩,迪恩·诺里斯,Juney,Smith,内斯特·塞拉诺,Philip,Suriano",简介：一次偶然中，瑞格（梅尔·吉布森 Mel Gibson 饰）与莫道（丹尼·格洛弗 Danny Glover 饰）这对好搭档撞破了一起走私南非金币的违法勾当，正义感...详情
352,神鬼奇兵,"杰夫·法赫,哈尔·霍尔布鲁克,埃涅·赫德森,FrankZagarino",简介：剧情描述南非的极端白人组织企图建立新国家，遂从当地联合国病毒研究中心抢夺生化病毒和抗毒血清。南非政府向美国求援，美国将军指派恰在当地作训练的三角洲突击队追回病毒...详情
353,阳光警察,"冯德伦,李心洁,张智尧,王祖蓝",简介：柠檬仔”与“赛米”获选为第一代香港“阳光警察”，并频频登上媒体头条。由于实战经验不足，被其他同事嘲讽。因偶立新功，名声大振，又被黑社会迷昏后剥光衣物关入铁笼扔在...详情
354,碧血宝刀,"赵长军,李岩,侯月秋,夏菁,李颉",简介：清朝道光年间，道光皇帝因一时震怒．命侍卫王得宝持宝刀赐宠妃自刎。片刻之后，即感后悔，急命人收回成命，但宠妃已死。道光不愿再见到王得宝及宝刀，便命王得宝携刀远走他...详情
355,南少林与北少林,"罗莽,江生,郭追,鹿峰,孙建,王龙威",简介：满清入主中原后，有讳于汉族民众以武术造反，严禁民间习武。少林本也应列禁例之内，但有鉴于寺中弟子皆武艺高强，清廷于是命少林选派弟子，教授八旗官兵武艺。然而有一将军...详情
356,飞跃羚羊,"袁洁莹,黎姿,郑文雅,罗明珠,郑则士",简介：阿宝热爱田径运动，是一名业余田径运动员，为了能成为专业运动员，她参加了，由著名田径运动 员纪政组织的集训队。纪政为田径队请来了一名冷酷无情、以铁手腕著称的女教练...详情
357,红孩儿,"张传丽,刘中群,江岛,丁华宠",简介：由鬼才倪匡編劇，將《西遊記》中紅孩兒大戰孫悟空的情節活現銀幕。導演張徹處理文學巨著的手法相當老練，既保留了原著神髓，亦細緻安排各武打場面。故事講述牛魔王與鐵扇公...详情
358,重金属,"梁琤,王盛德,陈启泰,李婉华",简介：梁峥本为香港警队中著名的警花，怎料目睹丈夫为救自己而被击毙，痛心之余，性情也变得怪异，后争被委派前往新加坡执行任务，期间，她结识了身手不凡的助手玲（李婉华），不...详情
359,盔甲,"MattMcColm,RonPerlman,JohnRhys-Davies",简介：...详情
360,战略突击手,"霍克·浩根HulkHogan,MatthewMcCurley,Lesley-AnneDown",简介：男主角雷蒙表面上是小镇的玩具店老板，实际上却是国家的超级特务。为了执行任务，他经常在世界各地飞来飞去，因此而错过儿子的棒球比赛，甚至见不到妻子的最后一面。然而，...详情
361,方世玉与洪熙官,"傅声,陈观泰,方心,陈全,冯克安",简介：清兵火烧少林，寺中人员伤亡惨重，洪熙官（陈观泰 饰）虽然幸免于难但是身受重伤，他决定暂时偃旗息鼓待到他日能够东山再起，哪知道逃亡的一路上屡屡遭到官兵的追杀。某日...详情
362,西游记,"岳华,何藩,张仲文,彭鹏,高宝树,毛威,李影,田琛",简介：本片导演是何梦华，主演为岳华、张仲文等，故事讲述的是唐僧赴西天取经，中途在五指山收服马骝精，在高家庄收服猪八戒，在流沙河收服沙悟净的种种情节。本片改编自明代著名...详情
363,毒龙潭,"郑佩佩,岳华,罗烈,樊梅生",简介：本武俠片為1969年華語電影票房亞軍，亦是「金燕子」鄭佩佩（分飾樊瑛、青兒）代表作之一，由有“百萬導演”之稱的羅維執導，主要演員包括鄭之老拍檔岳華（天涯客），康...详情
364,波牛,"元彪,张国强,李赛凤,狄威",简介：李堂（元彪 饰）不过只是区区一介灰头土脸的乡下小子，却意外的在街头给了意气风发的球王阿金（狄威 饰）一个下马威，并因此结识了善良的少女亚凤（李赛凤 饰）。李堂和...详情
365,地下兵工厂,"杨丽菁,李丽珍,徐宝华,郭追,李道谕,李子雄,仇云波,许绍雄,梁锦燊,周景扬",简介：女警杨菁菁与卧底台警程傲群和中警华志勇合作缉捕中国地下兵工厂的香港党羽。 党羽首领阿Paul的妹妹Edna并不赞同兄长的行动，阿Paul的党羽阿Ben却对Edn...详情
366,给爸爸的信,"李连杰,梅艳芳,谢苗,于荣光",简介：大陆卧底公安巩伟（李连杰 饰）因工作关系，不能给与重病的妻子更多照顾，也不能为懂事又武艺高强的儿子巩固（谢苗 饰）提供更多关怀，在妻儿急需要他的时候，巩伟因上司...详情
367,教头发威,",狄龙,胡慧中,谷峰,陈惠敏,樊少皇",简介：清朝末年，广东知名教头童铁铮（狄龙 饰）在广西铁岭绿营司马的盛邀之下去凤凰镇当教头凤凰镇是当地知名的风月之地，妓院生意非常红火，而客人大多是当地的官僚富人，更有...详情
368,笑破铁幕,"方·基默,彼得·库欣,Christopher,Villiers",简介：此片由曾以《空前绝后满天飞》和《家有恶夫》扬名电影界的三位导演吉姆．亚伯拉罕斯、戴维．朱克、和杰里．朱克共同执导，三人共有的特点就是惯以戏谑性的电影手法来泡制笑...详情
369,霹雳女狼星,"格雷格·科林斯,科斯塔斯·曼迪勒,乔治·穆德克,梅根·加拉格尔","简介：马汀是黑手党的成员,马汀的老板名字叫塔伦蒂诺,塔伦蒂诺的儿子康尼非常骄横狂妄,多次捉弄一起工作的老维克托.一天收账归来,康尼把维克托的凳子踢开,维克托坐在了地上...详情"
370,龙拳,"成龙,田俊,苗可秀",简介：唐山武馆馆主庄三太在武林比武中胜出，获得武林至尊匾，此时，百胜道场钟鉴均（任世官 饰）登门挑战。因忠、庄二人在十八年前为争夺钟夫人结下冤仇，钟鉴均痛下杀手，用绝...详情
371,明月刀雪夜歼仇,"狄龙,刘永,罗烈,尔冬升,顾冠忠,施思,陈萍,樊梅生,张冲,杨志卿,徐少强,顾冠忠,韦弘,欧阳莎菲,井淼,詹森,艾飞,徐忠信,袁祥仁,元彬,元华,钱似莺,元奎,袁日初,黄志强,袁信义",简介：本片改编自古龙原著小说《边城浪子》，为1977年十大卖座武侠片。故事讲述「天下第一快刀」傅红雪为报父仇，万里寻凶，期间七名凶手竟一一离奇暴毙。傅与好友叶开多番调...详情
